ext_id,ontology,title,image_link,predicted_ontology
773160318,Male>Underwear,Levis&reg; 200 Series 2 Pack Vintage Stripe  Boxer Briefs,http://lsco.scene7.com/is/image/lsco/Levi/clothing/773160318-front-pdp.jpg,men>underwear_&_socks>underwear
773190838,Male>Socks,Levis&reg; 168 Series 2 Pack Socks,http://lsco.scene7.com/is/image/lsco/Levi/clothing/773190838-front-pdp.jpg,unisex>underwear_&_socks>socks
197360004,Female>JeanJacketsandTruckers,Boyfriend Sherpa Trucker Jacket,http://lsco.scene7.com/is/image/lsco/Levi/clothing/197360004-front-pdp.jpg,unisex>outerwear>jackets&coats>others
773190839,Male>Socks,Levis&reg; 168 Series 2 Pack Socks,http://lsco.scene7.com/is/image/lsco/Levi/clothing/773190839-front-pdp.jpg,unisex>underwear_&_socks>socks
197820003,Female>Shorts,501&reg; CT Shorts,http://lsco.scene7.com/is/image/lsco/Levi/clothing/197820003-front-pdp.jpg,unisex>bottomwear>shorts
177830102,Male>TShirts,Levi's&reg; 501 Tee,http://lsco.scene7.com/is/image/lsco/Levi/clothing/177830102-2015-fall-front-pdp.jpg,unisex>topwear>tshirts
196310039,Female>Jeans,314 Shaping Straight Jeans,http://lsco.scene7.com/is/image/lsco/Levi/clothing/196310039-front-pdp.jpg,unisex>bottomwear>jeans>straight
196310038,Female>Jeans,314 Shaping Straight Jeans,http://lsco.scene7.com/is/image/lsco/Levi/clothing/196310038-front-pdp.jpg,unisex>bottomwear>jeans>straight
005140641,Male>Jeans,514&trade; Straight Fit Jeans,http://lsco.scene7.com/is/image/lsco/Levi/clothing/005140641-front-pdp.jpg,unisex>bottomwear>jeans>straight
771342046,Male>Belts,Albert Belt,http://lsco.scene7.com/is/image/lsco/Levi/accessories/771342046-front-pdp.jpg,unisex>accessories>belts
658240276,Male>Shirts,Sunset One Pocket Shirt,http://lsco.scene7.com/is/image/lsco/Levi/clothing/658240276-front-pdp.jpg,unisex>topwear>shirts
188840073,Female>Jeans,712 Slim Jeans,http://lsco.scene7.com/is/image/lsco/Levi/clothing/188840073-front-pdp.jpg,unisex>bottomwear>jeans>others
268610001,Female>Sweaters,Pullover Sweater,http://lsco.scene7.com/is/image/lsco/Levi/clothing/268610001-front-pdp.jpg,unisex>topwear>sweaters
771730841,Male>WalletsandLeatherGoods,LSCO Graphic Wallet,http://lsco.scene7.com/is/image/lsco/Levi/clothing/771730841-front-pdp.jpg,men>bags>wallets
266540001,Female>Shirts,Skye Top,http://lsco.scene7.com/is/image/lsco/Levi/clothing/266540001-front-pdp.jpg,women>topwear>others
189730004,Female>Jackets,Wool Cocoon Coat,http://lsco.scene7.com/is/image/lsco/Levi/clothing/189730004-front-pdp.jpg,unisex>outerwear>jackets&coats>others
248750008,Male>Jeans,519&trade; Extreme Skinny Jeans,http://lsco.scene7.com/is/image/lsco/Levi/clothing/248750008-front-pdp.jpg,unisex>bottomwear>jeans>skinny
005012045,Male>Jeans,501&reg; Original Fit Jeans,http://lsco.scene7.com/is/image/lsco/Levi/clothing/005012045-2015-spring-front-pdp.jpg,unisex>bottomwear>jeans>others
276980001,Male>Coats,Thermore&reg; Engineers Coat,http://lsco.scene7.com/is/image/lsco/Levi/clothing/276980001-front-pdp.jpg,unisex>outerwear>jackets&coats>others
055270518,Male>Jeans,527&trade; Slim Boot Cut Jeans,http://lsco.scene7.com/is/image/lsco/Levi/clothing/055270518-front-pdp.jpg,unisex>bottomwear>jeans>others
172880033,Female>Tees,Marina Tee,http://lsco.scene7.com/is/image/lsco/Levi/clothing/172880033-front-pdp.jpg,unisex>topwear>tshirts
055100633,Male>Jeans,510&trade; Skinny Fit Jeans,http://lsco.scene7.com/is/image/lsco/Levi/clothing/055100633-front-pdp.jpg,unisex>bottomwear>jeans>skinny
288940001,Male>Jeans,501&reg; CT Stretch Jeans,http://lsco.scene7.com/is/image/lsco/Levi/clothing/288940001-front-pdp.jpg,unisex>bottomwear>jeans>others
845110226,Male>Jeans,511&trade; Slim Fit Line 8 Jeans,http://lsco.scene7.com/is/image/lsco/Levi/clothing/845110226-front-pdp.jpg,unisex>bottomwear>jeans>others
288940003,Male>Jeans,501&reg; CT Jeans,http://lsco.scene7.com/is/image/lsco/Levi/clothing/288940003-front-pdp.jpg,unisex>bottomwear>jeans>others
181810114,Male>Jeans,541&trade; Athletic Fit Jeans,http://lsco.scene7.com/is/image/lsco/Levi/clothing/181810114-front-pdp.jpg,unisex>bottomwear>jeans>others
197820016,Female>Shorts,501&reg; CT Shorts,http://lsco.scene7.com/is/image/lsco/Levi/clothing/197820016-front-pdp.jpg,unisex>bottomwear>shorts
658170084,Male>Shirts,Shortsleeve Barstow Western Shirt,http://lsco.scene7.com/is/image/lsco/Levi/clothing/658170084-front-pdp.jpg,unisex>topwear>shirts
278230000,Male>Jackets,Worker Quilted Vest,http://lsco.scene7.com/is/image/lsco/Levi/clothing/278230000-front-pdp.jpg,unisex>outerwear>jackets&coats>vests
262840000,Female>Jackets,Short Down Parka,http://lsco.scene7.com/is/image/lsco/Levi/clothing/262840000-front-pdp.jpg,unisex>outerwear>jackets&coats>parka
295660003,Male>Shirts,Line 8 Workshirt,http://lsco.scene7.com/is/image/lsco/Levi/clothing/295660003-front-pdp.jpg,>topwear>shirts
276750001,Male>Jackets,Down Mason Puffer,http://lsco.scene7.com/is/image/lsco/Levi/clothing/276750001-front-pdp.jpg,unisex>outerwear>jackets&coats>others
005012299,Male>Jeans,501&reg; Original Fit Stretch Jeans,http://lsco.scene7.com/is/image/lsco/Levi/clothing/005012299-front-pdp.jpg,unisex>bottomwear>jeans>others
005012358,Male>Jeans,501&reg; Original Fit Heavyweight Jeans,http://lsco.scene7.com/is/image/lsco/Levi/clothing/005012358-front-pdp.jpg,unisex>bottomwear>jeans>others
196260052,Female>Jeans,311 Shaping Skinny Jeans,http://lsco.scene7.com/is/image/lsco/Levi/clothing/196260052-front-pdp.jpg,unisex>bottomwear>jeans>skinny
195860037,Male>Shirts,Classic One Pocket Shirt,http://lsco.scene7.com/is/image/lsco/Levi/clothing/195860037-front-pdp.jpg,unisex>topwear>shirts
264690001,Male>LightweightJackets,Levi's&reg; Commuter&trade; Echelon Windbreaker,http://lsco.scene7.com/is/image/lsco/Levi/clothing/264690001-front-pdp.jpg,unisex>outerwear>others
224910108,Male>GraphicTShirts,Levi's&reg; Graphic Tee,http://lsco.scene7.com/is/image/lsco/Levi/clothing/224910108-front-pdp.jpg,unisex>topwear>tshirts
268760002,Male>Shirts,Line 8 One Pocket Shirt,http://lsco.scene7.com/is/image/lsco/Levi/clothing/268760002-front-pdp.jpg,unisex>topwear>shirts
845110230,Male>Jeans,511&trade; Slim Fit Line 8 Jeans,http://lsco.scene7.com/is/image/lsco/Levi/clothing/845110230-front-pdp.jpg,unisex>bottomwear>jeans>others
658160163,Male>Shirts,Barstow Western Shirt,http://lsco.scene7.com/is/image/lsco/Levi/clothing/658160163-front-pdp.jpg,unisex>topwear>shirts
045111793,Male>Jeans,511&#8482; Slim Fit Jeans,http://lsco.scene7.com/is/image/lsco/Levi/clothing/045111793-front-pdp.jpg,unisex>bottomwear>jeans>others
165080269,Male>Jeans,508&#8482; Regular Taper Jeans,http://lsco.scene7.com/is/image/lsco/Levi/clothing/165080269-508-Regular-Taper-Jeans-Cali-Blue-2014-spring-front-pdp.jpg,unisex>bottomwear>jeans>others
005040221,Male>Jeans,504&trade; Regular Straight Jeans,http://lsco.scene7.com/is/image/lsco/Levi/clothing/005040221-504-Regular-Straight-Fit-Jeans-Avatar-Worn-2014-spring-front-pdp.jpg,unisex>bottomwear>jeans>straight
189910000,Male>Jackets,Overlook Thermore Jacket,http://lsco.scene7.com/is/image/lsco/Levi/clothing/189910000-front-pdp.jpg,unisex>outerwear>jackets&coats>others
218340013,Female>Jeans,714 Straight Jeans,http://lsco.scene7.com/is/image/lsco/Levi/clothing/218340013-front-pdp.jpg,unisex>bottomwear>jeans>straight
195730036,Male>Shirts,Jackson Worker Shirt,http://lsco.scene7.com/is/image/lsco/Levi/clothing/195730036-front-pdp.jpg,unisex>topwear>shirts
669860065,Male>Shirts,Classic Western Shirt,http://lsco.scene7.com/is/image/lsco/Levi/clothing/669860065-front-pdp.jpg,unisex>topwear>shirts
219750000,Male>Shirts,Hawaiian Shirt,http://lsco.scene7.com/is/image/lsco/Levi/clothing/219750000-front-pdp.jpg,unisex>topwear>shirts
177800000,Female>Jeans,710 FlawlessFX Super Skinny Jeans,http://lsco.scene7.com/is/image/lsco/Levi/clothing/177800000-front-pdp.jpg,unisex>bottomwear>jeans>skinny
218340028,Female>Jeans,714 Straight Jeans,http://lsco.scene7.com/is/image/lsco/Levi/clothing/218340028-front-pdp.jpg,unisex>bottomwear>jeans>straight
196250008,Male>Fleece,Graphic Full Zip Hoodie,http://lsco.scene7.com/is/image/lsco/Levi/clothing/196250008-front-pdp.jpg,unisex>outerwear>hoodies
322230251,Female>Tees,Slim Crew Tee,http://lsco.scene7.com/is/image/lsco/Levi/clothing/322230251-front-pdp.jpg,unisex>topwear>tshirts
045112113,Male>Jeans,511&trade; Slim Fit Performance Stretch Jeans,http://lsco.scene7.com/is/image/lsco/Levi/clothing/045112113-front-pdp.jpg,unisex>bottomwear>jeans>others
658220046,Male>Shirts,Stock Workshirt,http://lsco.scene7.com/is/image/lsco/Levi/clothing/658220046-2014-fall-front-pdp.jpg,women>accessories>socks>stockings
055100593,Male>Jeans,510&#8482; Skinny Fit Jeans,http://lsco.scene7.com/is/image/lsco/Levi/clothing/055100593-front-pdp.jpg,unisex>bottomwear>jeans>skinny
139760000,Male>Shirts,Wool Barstow Overshirt,http://lsco.scene7.com/is/image/lsco/Levi/clothing/139760000-2014-fall-front-pdp.jpg,unisex>outerwear>overshirt
705050124,Male>JeanJacketsandTruckers,1967 Type III Trucker Jacket,http://lsco.scene7.com/is/image/lsco/Levi/clothing/705050124-front-pdp.jpg,unisex>outerwear>jackets&coats>others
173690051,Female>Tees,The Perfect Tee,http://lsco.scene7.com/is/image/lsco/Levi/clothing/173690051-front-pdp.jpg,unisex>topwear>tshirts
194800000,Male>Sweatshirts,Fisherman Cable Crew,http://lsco.scene7.com/is/image/lsco/Levi/clothing/194800000-front-pdp.jpg,>topwear>sweatshirts
050810193,Male>Jeans,Tack Slim Jeans,http://lsco.scene7.com/is/image/lsco/Levi/clothing/050810193-2015-spring-front-pdp.jpg,unisex>bottomwear>jeans>others
045111782,Male>Jeans,511&#8482; Slim Fit Selvedge Jeans,http://lsco.scene7.com/is/image/lsco/Levi/clothing/045111782-front-pdp.jpg,unisex>bottomwear>jeans>others
658220098,Male>Shirts,Stock Workshirt,http://lsco.scene7.com/is/image/lsco/Levi/clothing/658220098-front-pdp.jpg,women>accessories>socks>stockings
265720018,Male>GraphicTShirts,Levi's&reg; 501 Graphic Tee,http://lsco.scene7.com/is/image/lsco/Levi/clothing/265720018-front-pdp.jpg,unisex>topwear>tshirts
658880001,Male>Shirts,Jethro Workshirt,http://lsco.scene7.com/is/image/lsco/Levi/clothing/658880001-Jethro-Workshirt-Empire-Blue-Ellisworth-Plaid-2012-spring-front-pdp.jpg,>topwear>shirts
660660099,Male>Tees,Levi's<sup>&reg;</sup> Logo Tee,http://lsco.scene7.com/is/image/lsco/Levi/clothing/660660099-LevisLogo-Tee-White-2013-fall-front-pdp.jpg,unisex>topwear>tshirts
139770001,Male>Shirts,Packable Barstow Overshirt,http://lsco.scene7.com/is/image/lsco/Levi/clothing/139770001-2014-fall-front-pdp.jpg,unisex>outerwear>overshirt
196430015,Female>Jeans,311 Shaping Skinny Jeans (Plus),http://lsco.scene7.com/is/image/lsco/Levi/clothing/196430015-front-pdp.jpg,unisex>bottomwear>jeans>skinny
194600000,Male>Shirts,Line 8 One Pocket Shirt,http://lsco.scene7.com/is/image/lsco/Levi/clothing/194600000-front-pdp.jpg,unisex>topwear>shirts
045111879,->null,511? Slim Fit Jeans,http://lsco.scene7.com/is/image/lsco/Levi/clothing/045111879-front-pdp.jpg,unisex>bottomwear>jeans>others
236790014,Male>Shorts,501&reg; CT Shorts,http://lsco.scene7.com/is/image/lsco/Levi/clothing/236790014-front-pdp.jpg,unisex>bottomwear>shorts
771380264,Male>Scarves,Checked Woven Scarf,http://lsco.scene7.com/is/image/lsco/Levi/accessories/771380264-Checked-Woven-Scarf-Blue-2013-spring-front-pdp.jpg,unisex>accessories>scarves
771380110,Male>Scarves,Double-Turn Scarf,http://lsco.scene7.com/is/image/lsco/Levi/accessories/771380110-Double-Turn-Scarf-Licffc-2012-fall-front-pdp.jpg,unisex>accessories>scarves
158490003,Male>Henley,Herringbone Henley,http://lsco.scene7.com/is/image/lsco/Levi//158490003-2014-fall-front-pdp.jpg,unisex>topwear>others
658240194,Male>Shirts,Sunset One Pocket Shirt,http://lsco.scene7.com/is/image/lsco/Levi/clothing/658240194-front-pdp.jpg,unisex>topwear>shirts
219450018,Male>TShirts,Levi's&reg; Istanbul Tee,http://lsco.scene7.com/is/image/lsco/Levi/clothing/219450018-2015-spring-front-pdp.jpg,unisex>topwear>tshirts
299900478,Male>Jeans,504&#8482; Regular Straight Jeans,http://lsco.scene7.com/is/image/lsco/Levi/clothing/299900478-front-pdp.jpg,unisex>bottomwear>jeans>straight
178160003,Female>Jeans,Levi's&reg; Commuter&#8482; Skinny Jeans,http://lsco.scene7.com/is/image/lsco/Levi/clothing/178160003-front-pdp.jpg,unisex>bottomwear>jeans>skinny
193920007,Female>Shirts,One Pocket Boyfriend Shirt,http://lsco.scene7.com/is/image/lsco/Levi/clothing/193920007-front-pdp.jpg,unisex>topwear>shirts
189900000,Female>null,Indigo Jumpsuit,http://lsco.scene7.com/is/image/lsco/Levi/clothing/189900000-front-pdp.jpg,unisex>jumpuits_rompers>jumpsuits
590730001,Male>Jeans,Thumb Tack Slim Jeans,http://lsco.scene7.com/is/image/lsco/Levi/clothing/590730001-front-pdp.jpg,unisex>bottomwear>jeans>others
188810028,Female>Jeans,711 Skinny Jeans,http://lsco.scene7.com/is/image/lsco/Levi/clothing/188810028-front-pdp.jpg,unisex>bottomwear>jeans>skinny
675050095,Male>Jeans,1967 505&reg; Jeans,http://lsco.scene7.com/is/image/lsco/Levi/clothing/675050095-front-pdp.jpg,unisex>bottomwear>jeans>others
196310023,Female>Jeans,314 Shaping Straight Jeans,http://lsco.scene7.com/is/image/lsco/Levi/clothing/196310023-front-pdp.jpg,unisex>bottomwear>jeans>straight
193340001,Female>Shirts,Draped One Pocket Tee,http://lsco.scene7.com/is/image/lsco/Levi/clothing/193340001-front-pdp.jpg,unisex>topwear>tshirts
188850008,Female>Jeans,715 Boot Cut Jeans,http://lsco.scene7.com/is/image/lsco/Levi/clothing/188850008-front-pdp.jpg,unisex>bottomwear>jeans>others
005012136,Male>Jeans,501&reg; Original Fit Jeans,http://lsco.scene7.com/is/image/lsco/Levi/clothing/005012136-front-pdp.jpg,unisex>bottomwear>jeans>others
228630004,Female>Skirts,Button Down Pencil Skirt,http://lsco.scene7.com/is/image/lsco/Levi//228630004-front-pdp.jpg,women>bottomwear>skirts>pencil
226430010,Male>Shirts,Selvedge Sunset One Pocket Shirt,http://lsco.scene7.com/is/image/lsco/Levi/clothing/226430010-front-pdp.jpg,unisex>topwear>shirts
707770001,Male>JeanJacketsandTruckers,Commuter Trucker Jacket,http://lsco.scene7.com/is/image/lsco/Levi/clothing/707770001-Commuter-Trucker-Jacket-Blue-Green-2012-spring-front-pdp.jpg,unisex>outerwear>jackets&coats>others
978110016,Male>Pants,511&trade; Slim Sta-Prest&trade; Pants,http://lsco.scene7.com/is/image/lsco/Levi/clothing/978110016-511-Slim-Sta-Prest-Pants-Cordovan-2012-spring-front-pdp.jpg,unisex>bottomwear>pants>others
781900181,->null,Levi's&reg; Rudgear Underwear,http://lsco.scene7.com/is/image/lsco/Levi/accessories/781900181-Levis-Rudgear-Underwear-Black-Stripe-2013-fall-front-pdp.jpg,unisex>underwear_&_socks>underwear
771380759,Male>Scarves,Fantasy Cable Scarf,http://lsco.scene7.com/is/image/lsco/Levi/accessories/771380759-2014-fall-front-pdp.jpg,unisex>accessories>scarves
771360280,Male>Hats,Denim 5 Panel Cap,http://lsco.scene7.com/is/image/lsco/Levi//771360280-2015-spring-front-pdp.jpg,unisex>accessories>hats>cap
771400243,Female>Scarves,Floral Lace Bandana,http://lsco.scene7.com/is/image/lsco/Levi/accessories/771400243-Floral-Lace-Bandana-Lilac-2013-fall-front-pdp.jpg,women>accessories>scarves
771272832,Male>Sneakers,Sunset Lace Up Sneaker,http://lsco.scene7.com/is/image/lsco/Levi//771272832-2015-spring-front-pdp.jpg,unisex>shoes>athletic_sneakers>others
771272400,Male>Boots,Chukka Boots,http://lsco.scene7.com/is/image/lsco/Levi/accessories/771272400-2015-spring-front-pdp.jpg,unisex>shoes>boots>others
771730638,Unisex>Bags,Denim and Canvas Tablet Case,http://lsco.scene7.com/is/image/lsco/Levi/accessories/771730638-front-pdp.jpg,unisex>accessories>cases
165080505,Male>Jeans,508&#8482; Regular Taper Jeans,http://lsco.scene7.com/is/image/lsco/Levi/clothing/165080505-front-pdp.jpg,unisex>bottomwear>jeans>others
322230168,Female>Tees,Slim Crew Neck Tee,http://lsco.scene7.com/is/image/lsco/Levi/clothing/322230168-front-pdp.jpg,unisex>topwear>tshirts
178040045,Female>Jeans,501&reg; CT Jeans for Women,http://lsco.scene7.com/is/image/lsco/Levi/clothing/178040045-front-pdp.jpg,women>bottomwear>jeans>others
177650002,Female>Skirts,Icons Skirt,http://lsco.scene7.com/is/image/lsco/Levi/clothing/177650002-front-pdp.jpg,women>bottomwear>skirts>others
195730006,Male>Shirts,Worker Shirt,http://lsco.scene7.com/is/image/lsco/Levi/clothing/195730006-front-pdp.jpg,unisex>topwear>shirts
605920041,Male>Shirts,1950's Shorthorn Shirt,http://lsco.scene7.com/is/image/lsco/Levi/clothing/605920041-front-pdp.jpg,unisex>topwear>shirts
327420001,Female>Tees,Pocket T-Shirt,http://lsco.scene7.com/is/image/lsco/Levi/clothing/327420001-front-pdp.jpg,unisex>topwear>tshirts
188840004,Female>Jeans,712 Slim Jeans,http://lsco.scene7.com/is/image/lsco/Levi/clothing/188840004-front-pdp.jpg,unisex>bottomwear>jeans>others
045111783,Male>Jeans,511 Slim Fit Strong Jeans,http://lsco.scene7.com/is/image/lsco/Levi/clothing/045111783-front-pdp.jpg,unisex>bottomwear>jeans>others
771350654,Female>Belts,Embriodered Belt,http://lsco.scene7.com/is/image/lsco/Levi//771350654-2015-spring-front-pdp.jpg,unisex>accessories>belts
005012120,Male>Jeans,501&reg; Original Fit Jeans,http://lsco.scene7.com/is/image/lsco/Levi/clothing/005012120-front-pdp.jpg,unisex>bottomwear>jeans>others
228990000,Female>Sweaters,Baja Sweater,http://lsco.scene7.com/is/image/lsco/Levi/clothing/228990000-front-pdp.jpg,unisex>topwear>sweaters
224910183,Male>GraphicTShirts,Levi's&reg; Graphic Tee,http://lsco.scene7.com/is/image/lsco/Levi/clothing/224910183-front-pdp.jpg,unisex>topwear>tshirts
165080082,Male>Jeans,508<sup>&trade;</sup> Regular Taper Jeans,http://lsco.scene7.com/is/image/lsco/Levi/clothing/165080082-508-Regular-Taper-Jeans-Paven-2012-fall-front-pdp.jpg,unisex>bottomwear>jeans>others
781920084,Male>Socks,Five-Pack Levi's&reg; Gift-Set Loma Socks,http://lsco.scene7.com/is/image/lsco/Levi/accessories/781920084-Five-Pack-Levis-Gift-Set-Loma-Socks-Black-and-Red-Stripe-and-Blue-Stripe-2013-fall-front-pdp.jpg,unisex>underwear_&_socks>socks
771380456,Male>Scarves,Blocked Plaid Oblong,http://lsco.scene7.com/is/image/lsco/Levi/accessories/771380456-Blocked-Plaid-Oblong-Navy-Blue-2013-fall-front-pdp.jpg,>accessories>scarves
771230124,Male>Boots,Florida Mid Cut Shoes,http://lsco.scene7.com/is/image/lsco/Levi/accessories/771230124-Florida-Mid-Cut-Shoes-Green-2013-spring-front-pdp.jpg,unisex>shoes>others
771341819,Male>Belts,Two Horse Plaque Belt,http://lsco.scene7.com/is/image/lsco/Levi//771341819-2015-spring-front-pdp.jpg,unisex>accessories>belts
773190426,Male>Socks,Levi's&reg; 2 Pack Striped Socks,http://lsco.scene7.com/is/image/lsco/Levi//773190426-2014-fall-front-pdp.jpg,unisex>underwear_&_socks>socks
154940003,Male>JeanJacketsandTruckers,Levi's&reg; Commuter&#8482; Trucker Jacket,http://lsco.scene7.com/is/image/lsco/Levi/clothing/154940003-front-pdp.jpg,unisex>outerwear>jackets&coats>others
244520001,Male>Belts,White Oak Belt,http://lsco.scene7.com/is/image/lsco/Levi/accessories/244520001-front-pdp.jpg,unisex>accessories>belts
771341822,Male>Belts,Washed Webbing Belt,http://lsco.scene7.com/is/image/lsco/Levi//771341822-2015-spring-front-pdp.jpg,unisex>accessories>belts
164260001,Female>Sweaters,Yosemite Cowichan,http://lsco.scene7.com/is/image/lsco/Levi/clothing/164260001-front-pdp.jpg,>topwear>sweaters
675820021,Male>Shirts,Barstow Western Shirt,http://lsco.scene7.com/is/image/lsco/Levi/clothing/675820021-front-pdp.jpg,unisex>topwear>shirts
308010053,Male>Tees,1930's Bay Meadows T-Shirt,http://lsco.scene7.com/is/image/lsco/Levi/clothing/308010053-front-pdp.jpg,unisex>topwear>tshirts
771380850,Male>Scarves,Stripe Scarf,http://lsco.scene7.com/is/image/lsco/Levi/accessories/771380850-front-pdp.jpg,unisex>accessories>scarves
005012124,Male>Jeans,501&reg; Original Fit Jeans,http://lsco.scene7.com/is/image/lsco/Levi/clothing/005012124-front-pdp.jpg,unisex>bottomwear>jeans>others
045111675,Male>Jeans,511&#8482; Slim Fit Jeans,http://lsco.scene7.com/is/image/lsco/Levi/clothing/045111675-front-pdp.jpg,unisex>bottomwear>jeans>others
158070008,Male>Hoodies,Original Pullover Hoodie,http://lsco.scene7.com/is/image/lsco/Levi/clothing/158070008-front-pdp.jpg,unisex>outerwear>hoodies
055100601,Male>Jeans,510&#8482; Skinny Fit Jeans,http://lsco.scene7.com/is/image/lsco/Levi/clothing/055100601-front-pdp.jpg,unisex>bottomwear>jeans>skinny
193960001,Female>Shirts,Classic Western Shirt,http://lsco.scene7.com/is/image/lsco/Levi/clothing/193960001-front-pdp.jpg,unisex>topwear>shirts
177780040,Female>Jeans,710 Super Skinny Jeans,http://lsco.scene7.com/is/image/lsco/Levi/clothing/177780040-front-pdp.jpg,unisex>bottomwear>jeans>skinny
218340003,Female>Jeans,714 Straight Jeans,http://lsco.scene7.com/is/image/lsco/Levi/clothing/218340003-front-pdp.jpg,unisex>bottomwear>jeans>straight
188820021,Female>Jeans,721 High Rise Skinny Jeans,http://lsco.scene7.com/is/image/lsco/Levi/clothing/188820021-front-pdp.jpg,unisex>bottomwear>jeans>skinny
045111795,Male>Jeans,511&#8482; Slim Fit Jeans,http://lsco.scene7.com/is/image/lsco/Levi/clothing/045111795-front-pdp.jpg,unisex>bottomwear>jeans>others
327430001,Female>Tees,Pocket V-Neck T-Shirt,http://lsco.scene7.com/is/image/lsco/Levi/clothing/327430001-front-pdp.jpg,unisex>topwear>tshirts
194140001,Female>Sweatshirts,Line 8 Zip Up,http://lsco.scene7.com/is/image/lsco/Levi/clothing/194140001-front-pdp.jpg,>topwear>sweatshirts
327450002,Female>Tees,Mock Neck Muscle T-Shirt,http://lsco.scene7.com/is/image/lsco/Levi/clothing/327450002-front-pdp.jpg,unisex>topwear>tshirts
521910003,Male>JeanJacketsandTruckers,1915 Sack Coat,http://lsco.scene7.com/is/image/lsco/Levi/clothing/521910003-front-pdp.jpg,unisex>outerwear>jackets&coats>others
507010006,Female>Jeans,1950's 701&reg; Jeans,http://lsco.scene7.com/is/image/lsco/Levi/clothing/507010006-front-pdp.jpg,unisex>bottomwear>jeans>others
196310015,Female>Jeans,314 Shaping Straight Jeans,http://lsco.scene7.com/is/image/lsco/Levi/clothing/196310015-front-pdp.jpg,unisex>bottomwear>jeans>straight
771350815,Female>Belts,Atolia Belt,http://lsco.scene7.com/is/image/lsco/Levi/clothing/771350815-front-pdp.jpg,unisex>accessories>belts
374390001,Girl>Jeans,Girls Jeans High Rise,http://lsco.scene7.com/is/image/lsco/Levi/clothing/374390001-front-pdp.jpg,girls>bottomwear>jeans>others
